controller_frequency,planner_patience,controller_patience,conservative_reset_dist,acc_lim_theta,acc_lim_trans,acc_lim_x,forward_point_distance,goal_distance_bias,max_scaling_factor,max_vel_theta,max_vel_trans,max_vel_x,min_vel_theta,min_vel_trans,min_vel_x,occdist_scale,oscillation_reset_angle,path_distance_bias,scaling_speed,sim_granularity,sim_time,stop_time_buffer,theta_stopped_vel,trans_stopped_vel,vth_samples,vx_samples,vy_samples,publish_frequency,resolution,transform_tolerance,update_frequency,cost_scaling_factor,inflation_radius,Planner_failed,Recovery_executed,Positional_error,Traveled_distance,Mission_time,Obstacle_distance,Energy,Task_success_rate
14.59,6,19.07,4.73,4.36,0.17,2.22,0.49,36.03,0.26,3.18,0.33,0.4,1.08,0.13,-0.12,0.02,0.21,32.59,0.34,0.03,0.92,0.29,0.07,0.07,45,18,1,14.17,0.11,1.41,13.49,12.36,0.86,566,4,2.14869975183418,1.01,55.02,0.23,0.58,0
12.7,4.45,10.73,3,2.92,0.11,1.69,0.24,27.93,0.29,3.4,0.34,0.32,1.67,0.11,-0.29,0.11,0.5,26.75,0.32,0.04,2.08,0.98,0.06,0.1,39,25,0,18.07,0.06,1.35,11.63,16.29,0.64,37,0,0.031553705975416,15.22,93.96,0.12,2.47,1
13.68,4.33,15.68,1.95,2.29,0.29,3.4,0.33,33.08,0.28,1.68,0.29,0.26,1.62,0.22,-0.01,0.11,0.19,43.15,0.24,0.04,1.11,1.35,0.13,0.06,20,25,2,14.09,0.15,0.57,11.63,13.06,0.42,438,4,2.58660049239982,0.67,69.23,0.33,1.21,0
10.24,3.51,10.8,4.75,3.29,0.23,2.23,0.45,32.44,0.17,2.09,0.31,0.15,1.94,0.16,-0.16,0.09,0.47,31.91,0.16,0.02,0.65,0.92,0.11,0.07,34,13,1,11.04,0.14,0.87,17.07,7.73,0.72,457,7,3.48668084907072,1.57,76.06,0.21,1.05,0
8.51,4.18,17.5,4.27,3.89,0.22,2.07,0.44,12.5,0.25,3.59,0.18,0.34,1.6,0.21,-0.13,0.08,0.38,31.09,0.25,0.03,1.33,1.41,0.14,0.08,26,27,4,15.22,0.09,1.33,7.03,8.42,0.7,312,4,2.99356886289202,0.15,72.09,0.75,1.21,0
14.13,3.7,15.15,3.6,3.14,0.09,2.53,0.36,11.6,0.16,2.99,0.31,0.27,1.3,0.1,-0.16,0.14,0.34,26.05,0.28,0.03,2.47,0.42,0.07,0.13,38,12,2,5.56,0.13,0.74,6.8,15.61,1.44,8,2,0.03650084040355,10.75,82.16,0.41,2.3,1
7.26,5.8,19.87,3.81,2.33,0.09,3.12,0.38,10.12,0.22,1.87,0.29,0.18,1.11,0.16,-0.27,0.01,0.23,20.58,0.34,0.02,0.69,1.24,0.05,0.12,26,24,2,9,0.08,1.8,8.96,19.97,1.8,15,0,0.05821649735768,17.78,116.12,0.23,3.4,1
14.29,3.99,15.31,1.7,2.45,0.23,3.74,0.35,34.24,0.11,3.83,0.35,0.34,0.77,0.18,-0.16,0.06,0.1,44.65,0.2,0.04,2.3,0.93,0.12,0.09,25,22,2,12.19,0.12,0.9,7,3.23,0.73,296,3,0.030869093369547,11.98,118.92,0.12,3.02,1
6.37,6.15,14.84,2.16,3.98,0.23,2.13,0.47,22.53,0.35,2.77,0.24,0.34,0.52,0.15,-0.09,0.03,0.49,42.23,0.3,0.02,1.16,0.19,0.06,0.08,40,17,5,12.18,0.13,1.59,10.88,14.69,0.84,225,4,2.13504136475009,1.03,50.22,0.61,0.6,0
9.88,3.03,11.28,2.64,2.97,0.05,2.14,0.24,23.05,0.38,2.77,0.22,0.23,0.76,0.2,-0.11,0.09,0.4,39.16,0.35,0.02,0.56,0.1,0.07,0.09,36,22,3,15.94,0.08,0.67,12.68,13.09,1.34,127,3,0.117146296669888,13.94,198.5,0.23,5.63,1
8.61,3.42,12.94,1.46,4.34,0.1,3.3,0.28,29.93,0.37,2.31,0.16,0.17,0.69,0.12,-0.03,0.09,0.22,29.72,0.17,0.02,1.36,0.71,0.07,0.12,45,20,5,9.83,0.1,0.28,19.59,4.88,0.63,118,2,1.51930458955618,7.32,71.19,0.12,1.75,0.5
13.12,5.8,13.66,3.53,3.11,0.23,3.41,0.36,31.7,0.36,3.17,0.16,0.2,1.96,0.14,-0.18,0.02,0.5,21.28,0.17,0.03,2.13,1.29,0.07,0.13,24,16,4,12.92,0.1,0.69,12.41,3.32,1.27,8,1,0.113242627147628,12.2,111.31,0.35,3.2,1
14.05,4.56,13.3,2.55,2.4,0.16,2.36,0.47,38.97,0.17,2.18,0.36,0.38,1.64,0.21,-0.27,0.06,0.35,26.44,0.26,0.02,1.92,1.4,0.13,0.15,40,23,4,5.86,0.15,1.6,19.63,4.28,1.73,383,2,0.061046368488524,23.84,130.35,0.37,3.22,0.5
10.2,5.4,15.96,3.8,2.75,0.16,2.24,0.33,19.13,0.1,3.9,0.17,0.32,1.33,0.15,-0.19,0.07,0.47,40.43,0.17,0.02,2.01,0.54,0.06,0.14,25,10,3,5.31,0.13,1.83,7.38,8.18,0.42,334,4,2.99355426073407,0.14,67.81,0.76,1.08,0
7.64,6.88,14.35,3.71,3.63,0.06,3.2,0.28,38.15,0.16,2.05,0.3,0.25,1.64,0.15,-0.1,0.12,0.42,35.85,0.3,0.02,2.09,1.3,0.11,0.08,21,14,5,5.69,0.12,0.35,16.13,15.43,1.96,332,4,2.19671345504559,0.97,56.32,0.69,0.58,0
7.51,3.12,12.45,3.81,4.25,0.09,2.31,0.37,11.35,0.35,2.72,0.26,0.18,1.71,0.15,-0.26,0.13,0.36,25.99,0.16,0.02,0.92,0.84,0.11,0.05,50,25,5,18.11,0.11,1.49,13.77,15.38,1.72,20,0,0.02045312495161,25.1,164.84,0.17,4.8,1
8.16,3.95,16.17,2.69,3.48,0.18,2.21,0.25,21.13,0.32,2.39,0.35,0.25,1.16,0.1,0,0.01,0.45,30.14,0.3,0.04,1.51,1.08,0.07,0.12,31,17,0,18.59,0.09,0.42,18.87,11.03,1.76,280,2,0.023616508267228,8.95,89.62,0.12,1.8,0.5
10.98,6.66,13,2.57,2.5,0.09,2.57,0.4,17.61,0.15,3.94,0.39,0.24,0.87,0.2,-0.22,0.08,0.46,25.91,0.33,0.04,0.88,0.39,0.13,0.12,32,21,2,17.48,0.13,1.05,5.75,19.35,0.84,44,1,0.024989900298322,23.31,162.48,0.29,4.8,1
5.89,6.72,13.8,4.02,2.89,0.22,2.16,0.5,12.69,0.2,2.8,0.37,0.18,0.52,0.1,-0.15,0.03,0.44,36.95,0.27,0.02,0.67,1,0.1,0.09,45,16,4,19.3,0.12,0.86,5.92,10.25,1.82,14,7,1.81305058207829,10.01,147.21,0.26,4.25,0.5
6.14,5.78,19.17,1.96,4.05,0.1,3.8,0.32,29.82,0.17,2.49,0.21,0.26,0.92,0.15,-0.05,0.09,0.24,28.6,0.28,0.03,0.94,1.03,0.13,0.1,41,15,4,10.03,0.04,1.77,9.68,3.77,0.95,279,4,0.735143514817037,2.64,69.57,0.77,0.9,0
8.66,4.79,16.61,3.83,2.53,0.17,1.87,0.25,11.16,0.14,1.85,0.16,0.33,1.09,0.19,-0.26,0.14,0.47,23.7,0.33,0.04,1.06,0.73,0.15,0.13,26,19,5,13.38,0.05,1.09,9.19,4.57,0.75,302,4,2.99359839070735,0.14,70.03,0.75,1.2,0
14.41,6.62,10.64,2.41,3.42,0.26,3.2,0.26,31.25,0.12,3.99,0.3,0.21,0.58,0.13,-0.28,0.13,0.39,33.18,0.16,0.02,0.85,0.33,0.13,0.13,38,27,0,17.57,0.03,0.33,15.58,10.08,0.62,3,3,0.073989901467937,9.7,112.86,0.28,2.65,1
12.4,6.34,14.76,1.9,3.52,0.26,3.31,0.41,31.67,0.27,2.92,0.18,0.28,2.35,0.21,-0.13,0.09,0.34,35.16,0.24,0.03,0.75,0.17,0.08,0.13,27,11,1,5.33,0.08,1.75,15.37,7.96,0.95,375,4,2.99316703426954,0.17,64.13,0.75,1.13,0
9.94,4.64,14.27,3.17,4.31,0.17,3.5,0.35,19.4,0.26,2.88,0.26,0.27,0.54,0.19,-0.21,0.15,0.27,34.75,0.19,0.03,0.51,1.06,0.1,0.09,39,30,0,18.87,0.11,1.43,12.77,18.68,1.96,15,4,0.054437359450687,18.13,187.3,0.12,5.6,1
13.39,3.38,11.44,4.58,4.36,0.11,1.91,0.49,36.18,0.36,1.91,0.34,0.32,0.9,0.09,-0.07,0.14,0.5,28.57,0.19,0.04,1.06,0.6,0.11,0.06,40,12,1,16.68,0.13,1.65,10.99,5.09,1.66,447,4,0.686922545625722,2.72,54.62,0.25,0.8,0
7.14,3.59,15.81,1.22,3.64,0.25,3.95,0.31,12.63,0.35,3.83,0.2,0.18,1.03,0.16,-0.29,0.03,0.2,31.02,0.23,0.04,0.92,0.16,0.13,0.09,41,13,4,15.56,0.06,1.89,6.33,18.48,1.2,21,1,0.048385667034379,12.26,105.18,0.17,2.83,1
6.58,3.83,15.78,1.87,2.63,0.08,1.62,0.29,20.84,0.15,3.3,0.39,0.36,0.52,0.1,-0.2,0.11,0.38,23.33,0.19,0.02,1.6,0.35,0.05,0.12,22,28,4,15.91,0.06,0.39,16.35,16.48,0.78,7,0,0.027380187670703,12.62,78.39,0.12,2.23,1
13.57,6.63,18.35,2.42,2.83,0.19,2.9,0.46,26.04,0.24,3.19,0.16,0.2,1.31,0.16,-0.3,0.02,0.38,21.25,0.16,0.04,2.02,1.07,0.07,0.12,27,12,3,19.9,0.09,0.32,5.15,11.94,1.11,507,4,2.99322220610165,0.09,71.37,0.75,1.21,0
5.88,4.29,10.3,1.11,3.62,0.17,1.9,0.43,14.12,0.14,2.2,0.23,0.33,2.17,0.16,-0.23,0.06,0.34,37.66,0.25,0.03,2.49,0.92,0.09,0.11,29,23,3,19,0.06,1.24,9.73,6.32,0.56,112,2,0.025457323582119,21.47,145.68,0.12,3.74,0.5
9.33,6.13,16.48,2.48,2.15,0.11,2.03,0.25,34.98,0.19,2.29,0.38,0.39,2.07,0.14,-0.15,0.05,0.19,43.74,0.23,0.02,0.57,0.28,0.08,0.09,50,23,4,7.38,0.13,0.83,6.86,7.78,0.86,328,4,2.19847735846392,1.87,56.84,0.22,0.66,0
14.91,4.1,18.11,2.25,3.02,0.26,3.38,0.34,28.3,0.25,3.29,0.22,0.32,1.5,0.17,-0.11,0.06,0.32,35.34,0.24,0.04,0.72,0.57,0.11,0.08,31,12,4,10.42,0.06,0.35,5.5,16.54,0.51,561,4,1.91549560707115,1.38,53.19,0.73,0.62,0
6.47,4.82,15.74,4.8,4.22,0.16,3.72,0.35,23.38,0.28,1.59,0.25,0.36,0.75,0.08,-0.26,0.06,0.39,35.63,0.18,0.03,0.88,1.21,0.11,0.06,45,11,0,10.25,0.07,0.55,11.19,14.05,0.89,1,0,0.030321935879004,10.61,78.37,0.15,2.2,1
12.99,4.36,18.48,3.58,2.56,0.09,3.62,0.36,39.88,0.27,2.28,0.35,0.33,0.95,0.14,-0.28,0.03,0.41,35.8,0.31,0.04,2.47,1.47,0.12,0.11,35,11,4,9.55,0.11,0.65,8.22,5.53,1.06,88,1,0.031902763246591,11.94,85.67,0.13,2.24,1
12.69,4.8,18.85,3.02,2.45,0.09,3.25,0.36,26.98,0.26,1.93,0.17,0.28,2.31,0.09,-0.21,0.14,0.1,38.01,0.33,0.03,2.23,0.13,0.07,0.13,36,19,5,19.7,0.1,1.64,16.06,8.28,1.32,4,1,0.047456976044654,12.29,119.26,0.14,3.5,1
12.38,5.25,10.41,2.66,3.51,0.08,3.81,0.28,15.25,0.24,2.65,0.39,0.29,1.53,0.09,-0.3,0.03,0.44,20.69,0.26,0.02,1.12,1.16,0.12,0.14,42,12,2,9.39,0.13,0.52,9.52,10.03,1.69,90,2,0.047325267411407,10.7,81.49,0.13,2.12,1
7.34,6.56,19.1,4.89,2.28,0.21,2.35,0.26,35.76,0.27,1.81,0.3,0.33,2.27,0.17,-0.24,0.11,0.25,28.97,0.26,0.04,0.76,0.78,0.12,0.05,44,21,1,7.08,0.04,0.53,6.49,19.8,0.74,15,0,0.042257699052795,13.03,82.69,0.14,2.08,1
10.17,4.84,14.68,1.32,2.32,0.11,1.84,0.5,23.84,0.2,3.7,0.17,0.17,2.3,0.22,-0.27,0.03,0.36,33.01,0.21,0.04,1.41,1.18,0.1,0.14,48,18,5,18,0.07,1.38,11.37,8.49,1.16,308,4,2.99360581683548,0.14,65.51,0.74,1.12,0
13.14,6.59,16.32,4.88,4.17,0.19,2.69,0.38,34.99,0.19,3.77,0.17,0.33,1.73,0.21,-0.19,0.15,0.43,21.58,0.16,0.04,2.36,0.66,0.15,0.13,32,23,0,16.56,0.1,1.42,8.69,10.05,1.27,438,4,2.9932220345143,0.15,67.59,0.75,1.17,0
7.39,3.64,10.4,2.61,3.08,0.08,2.15,0.38,16.05,0.32,1.63,0.16,0.25,0.57,0.09,-0.16,0.04,0.16,26.19,0.2,0.04,1.93,1.21,0.08,0.12,35,17,2,11.06,0.07,1.13,6.11,12.47,1.87,1,0,0.041079120467821,9.66,87.97,0.25,2.51,1
5.15,4.13,18.32,2.7,3.94,0.13,1.77,0.45,15.8,0.17,3.17,0.3,0.35,2.29,0.18,-0.11,0.05,0.16,44.5,0.21,0.04,2.09,1.29,0.1,0.07,38,17,5,6.53,0.07,0.32,5.77,17.37,0.41,485,4,2.99438011793918,0.18,135.29,0.3,1.61,0
10.93,6.76,18.35,1.29,3.11,0.16,3.11,0.49,31.35,0.3,3.81,0.34,0.36,2.48,0.13,-0.27,0.05,0.22,25.55,0.32,0.02,1.84,0.81,0.12,0.07,22,20,0,13.99,0.14,1.8,14.17,16.61,1.34,73,3,0.046941897636719,12.53,103.83,0.12,2.83,1
12.12,4.87,11.6,3.65,2.32,0.06,3.84,0.38,37.58,0.3,3.14,0.27,0.19,1.15,0.14,-0.06,0.11,0.18,26.27,0.3,0.02,1.71,0.96,0.11,0.06,20,22,0,18.64,0.11,1.67,15.94,7.2,1.2,178,0,0.055261918042583,9.32,79.75,0.12,1.92,1
13.64,3.19,11.79,3.55,2.41,0.13,2.48,0.51,18.84,0.2,1.89,0.2,0.21,0.88,0.17,-0.24,0.08,0.47,34.02,0.32,0.04,0.92,1.04,0.1,0.07,23,18,5,9.92,0.12,1.13,10.51,7.32,1.2,113,0,0.101952659120247,20.47,159.24,0.14,4.52,1
11.13,4.78,18.17,3.48,3.24,0.12,2.5,0.44,32.56,0.34,2.86,0.16,0.35,1.12,0.18,-0.07,0.1,0.41,24.58,0.33,0.02,0.94,0.71,0.07,0.06,46,16,1,19.46,0.1,1.5,13.22,13.37,0.63,414,4,2.99322419299765,0.12,71.42,0.75,1.2,0
6.39,5.89,16.24,2.67,3.76,0.08,2.61,0.5,36.81,0.37,1.53,0.21,0.22,0.66,0.19,-0.24,0.03,0.14,42.18,0.21,0.04,1.1,0.27,0.14,0.15,29,12,4,12.33,0.08,0.42,11.25,8.75,1.96,236,2,0.048169288525573,11.38,130.17,0.22,2.95,1
6.96,5.1,17.23,4.24,2.19,0.19,1.53,0.5,11.62,0.39,3.36,0.29,0.17,2.15,0.13,-0.13,0.03,0.25,38.74,0.32,0.04,0.69,0.58,0.06,0.13,26,26,3,11.69,0.03,1.24,10.52,6.07,1.09,10,1,0.012660128544634,14.22,130.96,0.15,3.62,1
9.74,6.41,16.87,2.62,3.9,0.09,1.88,0.36,23.17,0.2,2.69,0.32,0.32,2.34,0.14,-0.17,0.15,0.33,29.71,0.21,0.02,1.73,0.29,0.11,0.14,41,25,3,5.55,0.06,0.55,12.04,18.42,0.4,7,0,0.028704020299335,17.78,100.2,0.31,2.83,1
9.24,4.86,12.09,2.3,3.11,0.13,3.96,0.31,21.35,0.23,2.87,0.29,0.2,1.23,0.16,-0.01,0.05,0.42,24.49,0.21,0.03,2.07,0.78,0.13,0.11,43,26,3,11.42,0.09,1.53,6.81,18.14,1.59,235,4,1.77626712142819,1.39,40.79,0.73,0.43,0
9.69,3.03,14.99,2.65,2.57,0.2,1.55,0.31,13.13,0.16,2.86,0.31,0.17,1.62,0.13,-0.22,0.13,0.4,35.06,0.24,0.04,0.93,0.73,0.09,0.14,36,12,4,9.98,0.12,0.6,17.22,3.3,0.82,174,2,0.08875020258568,12.2,115.39,0.19,2.87,0.5
12.77,5.12,13.94,3.06,3.6,0.3,2.55,0.48,35.14,0.27,1.91,0.23,0.16,1.79,0.12,-0.24,0.07,0.26,25.08,0.25,0.03,1.07,0.36,0.11,0.14,40,29,4,12.14,0.07,0.47,18.51,11.23,0.83,4,0,0.040952041126202,10.26,89.74,0.12,2.48,1
11.42,5.89,11.72,1.84,4.3,0.11,2.38,0.46,29.55,0.21,2.98,0.35,0.31,1.74,0.21,-0.09,0.14,0.43,42.43,0.26,0.03,2.42,1.31,0.14,0.15,20,10,2,10.93,0.12,0.26,13.05,18.13,0.4,685,8,0.284007035714132,10.93,147.24,0.13,2.87,0
11.17,6.1,15.79,2.49,3.83,0.12,3.18,0.5,23.81,0.2,2.05,0.27,0.37,1.82,0.09,-0.21,0.12,0.24,26.02,0.21,0.04,2.46,0.4,0.07,0.13,33,24,3,9.55,0.13,1.4,11.68,16.29,0.83,26,2,0.954357120268989,11.13,109.7,0.19,3.1,0.5
9.45,6.09,19.9,1.76,2.77,0.23,3.82,0.39,31.06,0.27,2.74,0.27,0.33,1.27,0.11,-0.16,0.08,0.19,30.24,0.34,0.03,0.75,0.26,0.14,0.09,35,16,0,5.61,0.04,1.04,6.06,11.09,1.77,21,1,0.063640158466791,8.98,74.64,0.15,1.8,1
13.8,3.05,18.89,3.7,4.49,0.12,3.88,0.49,39.23,0.11,2.37,0.17,0.21,1.51,0.1,-0.3,0.09,0.5,30.85,0.2,0.04,2.28,0.97,0.08,0.1,29,18,5,6.93,0.08,0.33,5.73,19.04,1.06,24,3,0.041311594384923,27.68,255.2,0.2,7.5,1
10.16,5.81,15.84,4.88,3.42,0.25,2.45,0.35,35.86,0.18,2.77,0.22,0.15,0.89,0.15,-0.16,0.03,0.5,42.75,0.28,0.04,1.56,1.37,0.13,0.07,24,23,2,5.79,0.08,1.78,6.49,4.75,1.53,3,0,0.005738625122943,9.36,76.58,0.22,2.2,1
10.23,5.55,13.24,2.78,3.3,0.2,2.48,0.41,21.96,0.15,2,0.39,0.33,1.91,0.12,-0.04,0.01,0.2,22.97,0.33,0.04,0.58,1,0.12,0.1,23,15,1,11.41,0.07,1.52,14.45,14.41,1.81,277,4,1.95413405639775,1.36,39.84,0.66,0.43,0
6.97,6.97,17.55,3.74,2.77,0.1,1.93,0.49,29.48,0.12,2.6,0.23,0.39,2.23,0.21,-0.05,0.02,0.23,29.9,0.26,0.03,1.88,1.48,0.12,0.13,35,29,0,11.26,0.14,0.71,14.38,5.64,0.39,271,4,2.99378633776327,0.17,74.22,0.74,1.21,0
9.69,6,19.74,4.53,3.29,0.22,2.04,0.43,32.17,0.31,3.41,0.18,0.15,1.14,0.16,-0.13,0.03,0.29,44.47,0.31,0.04,0.57,1.13,0.08,0.09,38,30,0,9.67,0.06,1.94,10.23,5.09,1.27,380,4,2.99365565138242,0.16,79.56,0.76,1.25,0
12.07,6.54,10.21,2.34,3.9,0.09,2.13,0.38,36.43,0.21,2.87,0.23,0.33,1.48,0.17,-0.17,0.11,0.29,44.34,0.18,0.02,1.15,1.43,0.1,0.15,29,28,0,7.54,0.13,1.05,17.07,13.07,1.37,93,0,0.032213152394286,15.28,105.33,0.12,2.87,1
8.21,5.1,17.38,4.2,4.43,0.22,3.32,0.47,39.24,0.18,2.51,0.17,0.39,1.02,0.19,-0.13,0.06,0.44,34.08,0.26,0.03,1.25,0.73,0.1,0.13,21,29,5,7.2,0.09,0.58,16.97,4.75,1.17,1269,12,2.11610602443187,6.38,319.13,0.24,5.63,0
8.83,6.86,19.54,2.99,3.97,0.16,2.96,0.27,26.32,0.35,1.95,0.25,0.16,2.14,0.11,-0.15,0.05,0.2,41.38,0.34,0.04,1.2,0.84,0.08,0.06,36,16,2,14.02,0.03,1.64,16.01,9.76,0.95,1,0,0.032849609707644,9.94,95.99,0.16,2.43,1
9.39,6.9,14.3,1.98,3.28,0.26,3.73,0.3,31.53,0.26,3.52,0.28,0.37,0.65,0.13,-0.05,0.11,0.36,24.36,0.18,0.04,1.03,0.41,0.07,0.15,35,17,2,14.12,0.12,1.94,15.27,19.77,1.47,280,4,2.11187091864752,1.12,45.06,0.2,0.43,0
5.1,5.2,12.94,1.66,4.18,0.23,2.37,0.34,31.11,0.3,3.49,0.24,0.22,1.73,0.17,-0.09,0.02,0.24,43.43,0.23,0.03,0.64,0.21,0.1,0.1,45,18,1,9.93,0.04,1.1,16.5,7.67,1.41,3,1,0.106819415759753,9.03,78.33,0.34,1.88,1
9.81,6.06,16.18,4.9,4.26,0.21,2.81,0.41,13.6,0.36,2.69,0.21,0.39,0.65,0.09,-0.27,0.1,0.17,40.73,0.33,0.03,2.03,1.16,0.13,0.08,26,19,5,10.98,0.04,1.17,11.5,4.15,1.42,1,0,0.032415844941202,10.93,94.8,0.12,2.6,1
14.18,5.33,11.33,3.12,2.52,0.28,3.9,0.46,17.82,0.36,2.13,0.24,0.15,1.65,0.19,-0.02,0.08,0.49,35.24,0.26,0.03,1.01,0.19,0.14,0.1,45,19,0,14.03,0.13,0.73,13.26,19.71,1.01,330,4,2.99317368844465,0.14,57.52,0.74,1.02,0
9.18,4.93,18.33,4.57,2.54,0.06,2.48,0.34,34.87,0.2,3.39,0.25,0.37,0.82,0.2,-0.19,0.14,0.47,31.06,0.23,0.02,2.14,0.83,0.13,0.09,20,12,3,10.53,0.05,0.98,15.52,9.59,1.02,463,4,1.873413338275,1.32,66.67,0.7,0.66,0
7.1,5.81,16.42,1.61,2.59,0.07,1.72,0.24,12.12,0.15,3.91,0.35,0.17,1.92,0.09,-0.02,0.08,0.21,20.62,0.35,0.02,1.7,1.43,0.05,0.1,48,22,5,9.51,0.14,1.08,15.95,13.75,1.31,188,3,0.056862583058047,6.17,99,0.12,1.92,0.5
12.42,3.77,18.49,4.44,4.15,0.11,3.67,0.49,24.51,0.1,3.68,0.19,0.24,2.06,0.15,-0.16,0.13,0.29,30.92,0.16,0.03,2.19,0.79,0.09,0.09,40,10,1,17.07,0.08,0.96,15.12,10.01,1.91,4,0,0.026230767376242,9.61,78.54,0.24,2.2,1
7.15,6.83,16.33,3,2.57,0.27,3,0.25,23.32,0.28,2.93,0.27,0.38,1.41,0.13,-0.28,0.14,0.23,34.21,0.18,0.02,0.84,0.76,0.15,0.1,20,13,3,5.04,0.06,1.99,15.02,10.65,1.77,2,1,0.067726642444296,9.48,83.95,0.12,1.86,1
7.14,4.96,18.56,2.67,4,0.16,2.47,0.42,29.18,0.25,2.53,0.16,0.32,1.45,0.15,-0.15,0.06,0.47,38.04,0.3,0.04,2.09,0.77,0.07,0.13,43,21,4,10.25,0.12,0.48,7.3,17.46,0.45,432,5,4.60792724951848,3.49,130.4,0.39,2.32,0.5
9.84,4.78,10.68,3.45,3.59,0.2,2.33,0.26,18.07,0.31,2.03,0.29,0.19,1.33,0.2,-0.22,0.13,0.26,21.52,0.2,0.03,0.77,0.19,0.11,0.06,36,22,3,7.91,0.07,1.51,16.01,6.16,1.3,331,5,3.21406726200328,2.45,54.88,0.32,0.66,0
5.48,4.51,17.17,1.64,3.1,0.1,3.5,0.46,23.03,0.17,3.43,0.35,0.18,2.4,0.21,-0.1,0.13,0.27,24.9,0.21,0.03,0.53,0.35,0.15,0.13,45,19,0,15.18,0.07,1.2,12.42,16.94,0.92,279,4,2.99436454588162,0.15,88.44,0.75,1.28,0
5.49,4.1,12.01,3.88,2.36,0.11,1.84,0.48,14.96,0.23,3.1,0.29,0.19,0.76,0.16,-0.28,0.03,0.35,34.11,0.27,0.02,2.48,1.32,0.11,0.06,25,30,2,9.83,0.07,1.54,10.09,17.01,1.65,116,2,0.036594630690595,22.95,194.57,0.14,5.23,1
12.52,5.54,13.08,1.65,3.13,0.24,2.14,0.28,10.85,0.19,2.06,0.38,0.4,1.3,0.09,-0.26,0.12,0.49,28.61,0.35,0.02,0.99,1.32,0.09,0.09,20,19,4,10.02,0.04,0.6,14.26,7.93,1.45,10,1,0.060377479308279,11.31,73.67,0.14,2.04,1
10.58,6.9,14.18,1.54,2.55,0.22,1.54,0.33,32.98,0.37,2.57,0.33,0.21,0.61,0.09,-0.07,0.14,0.46,20.03,0.16,0.03,1.01,0.7,0.12,0.14,43,27,3,16.27,0.03,1.28,5.7,12.23,1.28,309,4,0.711696428364444,2.49,50.17,0.14,0.66,0
5.45,6.71,16.49,2.37,2.24,0.09,2.05,0.26,36.89,0.19,3.29,0.3,0.39,2.23,0.16,-0.19,0.01,0.19,36.01,0.33,0.04,1.8,1.4,0.13,0.07,43,26,4,16.33,0.11,1.67,9.77,11.4,0.64,24,2,0.060271138988877,26.24,174.43,0.19,4.21,0.5
13.51,6.54,17.68,4.71,2.41,0.24,2.81,0.46,34.66,0.29,2.26,0.22,0.27,1.56,0.15,-0.02,0.04,0.21,29.7,0.3,0.02,1.67,0.8,0.12,0.14,33,17,2,17.77,0.08,1.06,16.56,6.98,0.72,969,7,0.840130463504226,4.15,147.35,0.27,2.67,0
5.42,4.72,16.66,2.24,2.59,0.14,2.31,0.45,32.55,0.35,3.34,0.38,0.3,2.11,0.15,-0.29,0.02,0.42,29.35,0.24,0.03,1.49,0.45,0.07,0.11,35,10,0,17.27,0.06,1.48,11.37,10.79,0.52,340,3,3.91487879795321,22.93,187.93,0.22,3.81,0.5
14.94,4.11,13.49,1.22,2.65,0.09,3.82,0.31,24.41,0.32,1.96,0.16,0.39,1.76,0.14,-0.08,0.06,0.21,27.15,0.32,0.03,2.21,0.13,0.1,0.1,40,18,4,15.67,0.14,0.38,13.28,11.97,0.4,412,4,2.99288933672773,0.15,63.62,0.75,1.13,0
10.26,4.6,10.11,3.23,3.71,0.06,3.14,0.27,23.39,0.39,2.38,0.34,0.16,1.3,0.14,-0.23,0.01,0.35,28.76,0.25,0.03,2.39,1.35,0.06,0.12,39,17,5,15.38,0.13,1.26,10.92,16.85,1.61,3,0,0.025607421916303,8.97,73.82,0.45,2.04,1
12.22,3.01,11.46,2.9,3.22,0.29,1.93,0.33,15.67,0.11,1.62,0.3,0.36,1.77,0.14,-0.02,0.1,0.18,44.27,0.28,0.02,1.97,0.75,0.14,0.1,40,26,1,19.37,0.09,0.34,11.31,7.92,1.89,291,4,0.731885544904888,2.58,42.49,0.74,0.62,0
5.02,6,15.82,1.27,4.49,0.1,2.97,0.48,39.77,0.32,2.62,0.27,0.15,1.03,0.18,-0.14,0.15,0.15,22.65,0.22,0.03,2.13,1.28,0.11,0.11,30,12,3,15.04,0.08,1.8,12.92,18.84,1.67,6248,19,0.179617171373872,8.09,1553.78,0.12,16.99,0.5
6.51,5.73,18.61,4.93,3.05,0.08,2.33,0.25,33.33,0.2,1.62,0.35,0.26,0.67,0.15,-0.15,0.08,0.44,21.62,0.23,0.02,0.85,1.42,0.11,0.11,21,26,3,17.26,0.02,1.45,14.87,16.63,1.29,12,0,0.020062285611005,8.9,57.55,0.43,1.46,1
5.89,3.79,18.68,2.37,2.84,0.25,2.39,0.31,32.5,0.33,2.95,0.3,0.22,1.13,0.16,-0.24,0.14,0.34,38.84,0.2,0.04,1.26,1.42,0.1,0.13,46,29,1,7.8,0.12,1.72,7.77,16.81,1.46,29,1,0.021305664018717,22.55,156.13,0.17,4.24,1
10.51,3.74,12.74,2.51,3.04,0.07,2.81,0.27,18.5,0.23,1.54,0.27,0.37,2.24,0.19,-0.12,0.05,0.27,27.7,0.21,0.03,2.14,0.51,0.14,0.1,36,12,5,8.4,0.02,1.62,9.99,14.55,1.38,239,4,0.007036359069805,12.14,133.91,0.13,3.07,0.5
