controller_frequency,planner_patience,controller_patience,conservative_reset_dist,acc_lim_theta,acc_lim_trans,acc_lim_x,forward_point_distance,goal_distance_bias,max_scaling_factor,max_vel_theta,max_vel_trans,max_vel_x,min_vel_theta,min_vel_trans,min_vel_x,occdist_scale,oscillation_reset_angle,path_distance_bias,scaling_speed,sim_granularity,sim_time,stop_time_buffer,theta_stopped_vel,trans_stopped_vel,vth_samples,vx_samples,vy_samples,publish_frequency,resolution,transform_tolerance,update_frequency,cost_scaling_factor,inflation_radius,Planner_failed,Recovery_executed,Positional_error,Traveled_distance,Mission_time,Obstacle_distance,Energy,Task_success_rate
13.18,3.16,12.77,2.98,3.74,0.26,2.35,0.29,28.93,0.16,3.02,0.37,0.19,1.95,0.11,-0.16,0.07,0.33,20.05,0.28,0.02,0.54,0.26,0.06,0.07,40,21,0,9.78,0.06,0.61,8.01,19.63,0.71,65,1,0.007145024924795,11.1,97.91,0.13,2.71,1
14.19,6.03,14.64,3.6,2.55,0.1,1.75,0.46,39.74,0.12,2.89,0.21,0.17,1.83,0.16,-0.05,0.07,0.4,31.95,0.16,0.02,0.8,0.85,0.08,0.12,30,28,3,19.69,0.13,0.67,18.17,6.46,1.04,424,4,2.49220261868374,0.66,41.74,0.2,0.43,0
8.21,4.26,14.13,3.99,4.3,0.09,1.87,0.51,35.02,0.33,2.25,0.3,0.19,1.64,0.14,-0.19,0.02,0.36,28.2,0.19,0.03,1.18,0.19,0.12,0.06,32,26,5,14.13,0.06,1.02,7.07,5.44,1.96,445,3,0.015367882960056,116.41,814.4,0.13,17.7,0.5
14.12,4.17,11.43,1.47,2.2,0.19,1.64,0.49,36.33,0.2,2.47,0.27,0.21,2.08,0.17,-0.12,0.03,0.33,32.99,0.28,0.02,1.63,0.11,0.06,0.13,20,25,4,13.35,0.11,1.3,10.76,6.18,1.05,332,4,2.99328455182923,0.15,57.94,0.74,1.09,0
9.2,5.91,18.56,4.23,3.34,0.16,2.71,0.33,25.33,0.37,3.7,0.22,0.27,1.43,0.19,-0.27,0.08,0.27,20.74,0.31,0.02,2.32,0.47,0.05,0.12,27,18,5,18,0.07,0.53,13.39,9.96,1.14,16,1,0.106799465100942,14.95,105.57,0.2,2.95,1
7.81,5.81,14.18,3.89,3.46,0.12,3.29,0.34,30.21,0.25,1.82,0.28,0.38,1.91,0.13,-0.08,0.08,0.18,41.59,0.15,0.04,2.47,1.47,0.13,0.14,21,29,2,11.93,0.06,0.26,12.67,5.32,0.89,258,4,2.10298254664356,1.05,46.37,0.71,0.43,0
9.94,5.95,12.22,2.16,2.21,0.1,3.27,0.29,30.14,0.15,2.78,0.37,0.3,1.64,0.2,-0.02,0.12,0.15,44.89,0.23,0.02,0.64,0.28,0.1,0.12,41,30,5,12.59,0.13,0.72,16.65,7.41,0.65,252,5,2.10991776176618,1.66,52.44,0.21,0.9,0
10.12,3.02,11.75,4.92,3.87,0.12,3.29,0.36,16.09,0.21,2.88,0.24,0.36,0.63,0.08,-0.28,0.03,0.5,40.63,0.35,0.02,1.72,1.13,0.08,0.14,38,25,4,7.57,0.02,1.2,12.47,5.8,0.87,19,0,0.055343349234079,8.79,63.42,0.12,1.69,1
8.99,4.73,15.62,3.05,4.14,0.13,1.78,0.44,36.01,0.2,1.54,0.39,0.23,0.76,0.12,-0.12,0.08,0.42,23.17,0.25,0.03,1.64,0.54,0.06,0.08,25,28,5,19.75,0.09,1.68,18.63,16.89,1.04,25,0,0.016703728641807,10.47,71.54,0.15,2,1
13.79,5.94,18.65,1.64,2.23,0.26,3.73,0.39,11.94,0.19,1.89,0.23,0.21,2.49,0.21,-0.05,0.12,0.28,31.23,0.3,0.02,1.41,0.25,0.13,0.13,47,26,1,14.78,0.14,0.99,13.66,13.03,0.85,636,4,0.028329215689748,8.71,123.73,0.14,2.47,0.5
6.42,5.35,14.98,4.2,2.67,0.26,2.63,0.45,25.85,0.16,2.95,0.3,0.3,1.95,0.11,-0.2,0.01,0.2,26.89,0.29,0.04,1.15,0.99,0.09,0.06,37,18,1,9.22,0.08,1.53,8.97,5.05,0.36,4,3,2.00165608804407,5.41,81.56,0.2,1.49,0.5
11.65,3.25,14.47,3.23,3,0.11,4,0.4,24.96,0.16,3.17,0.25,0.16,1.19,0.17,-0.1,0.08,0.14,40.2,0.25,0.03,1.19,1.04,0.1,0.08,45,15,2,11.37,0.04,0.82,19.15,17.48,0.38,346,4,2.9932677416647,0.14,64.79,0.74,1.09,0
8.94,3.33,19.31,4.16,2.59,0.09,2.52,0.39,38.93,0.23,2.41,0.36,0.37,2.48,0.19,-0.21,0.08,0.22,33.16,0.33,0.03,1.09,1.25,0.13,0.15,50,17,5,14.22,0.08,0.87,17.67,8.04,0.75,19,1,0.045749462887718,21.94,106.94,0.14,3.03,1
8.86,6.08,12.16,1.19,2.25,0.24,3.02,0.28,11.07,0.21,3.82,0.39,0.2,0.97,0.13,-0.13,0.04,0.27,24.29,0.31,0.02,1.4,1.06,0.07,0.1,45,12,1,15.06,0.05,0.89,9.83,4.11,0.32,54,2,0.030854573184776,10.68,101.79,0.23,2.61,1
8.47,6.55,10.98,4.4,2.04,0.21,2.08,0.28,21.11,0.29,2.21,0.26,0.28,2.04,0.19,-0.08,0.07,0.46,40.64,0.22,0.03,2.06,0.61,0.06,0.12,23,14,1,8.49,0.1,1.19,19.4,5.14,1.54,222,5,0.019736935080966,10.49,132.9,0.13,3.07,1
5.17,3.86,19.75,3.26,2.72,0.14,3.13,0.51,12.94,0.17,1.54,0.23,0.2,1.48,0.21,-0.01,0.03,0.3,33.31,0.23,0.03,0.89,0.5,0.14,0.13,37,24,3,19.54,0.05,1.58,6.43,3.29,1.99,481,4,2.99439452796887,0.18,133.07,0.73,1.53,0
12.46,3.26,10.88,3.42,3.11,0.17,3.84,0.43,30.16,0.14,2.87,0.23,0.25,1.92,0.12,-0.05,0.01,0.23,23.47,0.32,0.04,1.16,1.44,0.07,0.08,34,14,0,15.63,0.06,1.93,13.98,12.98,1.26,470,5,0.720036850282561,2.83,67.41,0.12,1.05,0
9.46,5.46,10.92,4.97,2.51,0.2,3.11,0.26,39.12,0.11,3.26,0.24,0.16,2.45,0.1,-0.27,0.05,0.27,31.84,0.21,0.04,1.46,0.96,0.13,0.05,44,27,2,19.28,0.05,0.48,8,3.23,1.49,52,5,0.032701221719394,10.63,146.06,0.15,3.81,0.5
6.24,3.94,17.9,3.21,3.99,0.1,1.67,0.24,22.38,0.16,3.17,0.33,0.34,1.27,0.12,-0.26,0.09,0.14,22.29,0.3,0.02,1.88,1.36,0.09,0.15,39,27,0,10.19,0.1,0.38,18,8.65,0.78,4,0,0.085684012505623,9.82,54.54,0.39,1.52,1
10.23,6.31,17.66,2.13,4.12,0.19,2.13,0.24,38.83,0.13,3.49,0.24,0.19,1.26,0.16,0,0.06,0.13,41.48,0.15,0.02,1.27,1.29,0.06,0.08,30,19,0,10.27,0.04,1.86,18.9,14.12,1.21,389,4,0.766118209177519,2.78,60.51,0.31,0.84,0
7.64,6.84,11.68,3.02,2.86,0.17,3.23,0.52,32.26,0.17,3.22,0.26,0.18,0.61,0.12,-0.21,0.13,0.46,25.75,0.29,0.03,1.14,0.24,0.12,0.13,20,17,5,14.11,0.09,1.32,13.58,8.87,0.6,4,1,0.03528651299665,10.9,103.86,0.26,3.01,1
12.85,4.27,19.06,3.73,3.64,0.22,2.77,0.31,21.1,0.34,2.93,0.19,0.32,1.73,0.21,-0.2,0.1,0.44,41.08,0.17,0.04,1.56,0.16,0.11,0.1,40,17,0,11.89,0.02,1.58,18.64,8.33,0.4,485,4,2.99326600481338,0.15,76.79,0.75,1.21,0
8.28,3.68,13.98,4.9,2.57,0.06,2.34,0.51,17.98,0.15,2.71,0.23,0.37,0.98,0.15,-0.02,0.03,0.23,26.59,0.16,0.02,0.77,0.35,0.14,0.15,41,27,0,12.34,0.14,1.83,10.88,7.12,0.58,246,4,2.51411492378151,0.64,41.7,0.23,0.43,0
10.74,6.96,11.44,3.08,2.91,0.29,3.96,0.32,29.2,0.25,2.94,0.35,0.17,2.13,0.19,-0.29,0.04,0.18,44.01,0.24,0.02,1.94,0.55,0.06,0.14,37,27,4,15.89,0.15,1.16,6.02,5.06,1.4,628,7,3.68882824267976,16.19,181.6,0.3,4.09,0.5
5.72,5.36,18.69,1.6,2.97,0.24,2.66,0.3,38.6,0.36,3.41,0.35,0.23,1.61,0.2,-0.15,0.01,0.46,20.55,0.23,0.04,1.65,0.27,0.12,0.09,43,23,2,6.53,0.04,0.66,10.8,8.3,1.95,277,4,2.03282885950483,1.13,65.77,0.71,0.66,0
9.22,5.95,15.54,4.78,3.61,0.15,3.87,0.34,14.89,0.32,3.42,0.33,0.28,1.38,0.08,-0.14,0.05,0.42,31.26,0.17,0.04,1.74,1.29,0.09,0.06,41,26,0,17.79,0.1,0.24,11.98,9.58,0.55,1,1,0.089074814325472,10.55,77.49,0.14,2.23,1
13.85,6.88,16.53,2.68,3.82,0.14,2.28,0.41,28.15,0.36,2.03,0.37,0.25,2.46,0.08,-0.26,0.05,0.33,30.71,0.18,0.03,1.34,0.56,0.11,0.12,29,27,0,9.3,0.04,0.84,15.2,11.77,1.31,20,0,0.045081172064935,8.81,60.7,0.56,1.6,1
6.05,3.21,11.94,2.51,2.91,0.15,2.9,0.31,21.6,0.21,3.26,0.18,0.17,2.4,0.18,-0.21,0.12,0.38,39.51,0.32,0.04,2.18,1.24,0.14,0.05,42,26,4,17.55,0.05,1.44,12.61,3.94,1.11,188,4,2.99403598536769,0.19,67.35,0.75,1.17,0
14.45,5.31,18.82,3.63,2.87,0.17,2.66,0.28,37.54,0.4,2.63,0.2,0.37,2.22,0.16,-0.29,0.04,0.32,20.45,0.3,0.02,1.36,1.15,0.15,0.13,20,28,3,5.39,0.07,0.87,9.22,13.84,1.21,14,1,0.030646374928919,13.49,101.58,0.17,2.86,1
10.78,4.34,14.38,3.77,2.28,0.22,1.61,0.42,33.23,0.11,2.59,0.38,0.22,0.71,0.08,-0.18,0.12,0.31,32.59,0.17,0.02,1.05,0.61,0.07,0.09,40,20,3,18.91,0.07,0.42,15.72,7.66,1.71,11,3,0.734065629686646,10.45,106.02,0.15,3.07,0.5
12.49,5.27,18.12,2.44,3.09,0.24,2.82,0.47,38.54,0.29,3.44,0.17,0.32,1.01,0.1,-0.09,0.11,0.21,26.35,0.32,0.03,1.95,0.49,0.08,0.15,46,23,1,13.97,0.08,1.2,14.49,13.7,0.99,468,4,1.81672547107947,1.34,55.89,0.79,0.66,0
6.51,5.56,17.84,2.3,3.9,0.15,3.6,0.49,11.31,0.17,3.33,0.25,0.28,2.1,0.12,-0.09,0.01,0.14,39.04,0.18,0.04,0.77,0.12,0.07,0.1,29,14,3,13.96,0.15,1.13,14.79,12.29,1.6,265,4,2.50716681478309,0.65,60.64,0.22,0.62,0
8.29,4.97,15.49,1.59,4.29,0.29,2.15,0.47,22.61,0.28,2.66,0.2,0.38,1.18,0.15,-0.28,0.15,0.46,39.63,0.34,0.02,0.7,1.12,0.09,0.1,21,12,5,8.03,0.13,1.16,18.36,3.98,1.02,12,0,0.046739246849045,18.8,131.63,0.22,3.69,1
6.74,4.11,11.1,1.59,3.54,0.08,2.98,0.38,25.3,0.32,3.53,0.22,0.29,0.55,0.16,-0.29,0.15,0.46,34.41,0.22,0.02,1.67,0.9,0.07,0.11,30,27,0,17.65,0.09,0.39,8.76,9.85,1.04,3,0,0.060880470814046,10.11,74.25,0.24,2.04,1
11.85,5.69,11.37,4.07,2.84,0.1,3.72,0.52,34.02,0.28,1.89,0.28,0.26,1.44,0.21,-0.06,0.01,0.17,44.87,0.34,0.04,0.63,0.43,0.07,0.07,47,30,4,7.36,0.15,0.23,12.54,9.57,1.77,278,4,2.50940866325892,0.65,33.98,0.22,0.35,0
8.83,3.48,14.99,2.47,4.43,0.08,3.34,0.49,31.69,0.31,1.78,0.18,0.22,2.48,0.2,-0.26,0.03,0.15,29.38,0.2,0.03,2.5,0.16,0.12,0.11,47,19,0,13.36,0.1,1.62,7.24,9.9,1.94,280,4,2.99359605490232,0.17,66.44,0.75,1.17,0
14.76,4.74,13.77,1.07,2.23,0.1,1.79,0.26,16.48,0.21,3.35,0.39,0.26,1.19,0.19,-0.21,0.07,0.23,38.74,0.22,0.03,0.92,1.45,0.12,0.09,25,18,5,5.72,0.03,1.18,9.8,19.81,0.84,416,4,2.9932951673647,0.16,63.4,0.75,1.12,0
7.85,6.52,18.35,3.52,2.71,0.14,2.3,0.45,30.36,0.29,3.19,0.39,0.21,2.24,0.09,-0.15,0.07,0.45,40.82,0.3,0.02,1.84,0.97,0.11,0.06,39,19,5,19.37,0.08,1.78,7.84,6.41,1.7,9,2,0.958910647647598,10.33,94.56,0.25,2.79,0.5
10.07,3.02,19.85,2.04,3.21,0.11,3.75,0.31,35.92,0.14,2.68,0.33,0.38,1.99,0.1,-0.21,0.03,0.35,23.6,0.24,0.03,0.54,1.04,0.11,0.08,20,11,1,11.09,0.14,1.37,14.17,13.26,0.89,12,2,0.095638652750306,17.35,153.63,0.14,4.37,1
9.63,5.39,16.07,2.63,2.67,0.29,3.62,0.23,11.16,0.17,2.29,0.3,0.39,2.47,0.18,-0.07,0.13,0.15,42.62,0.35,0.02,1.85,0.15,0.06,0.13,33,19,3,15.39,0.05,0.97,7.36,6.31,1.66,17,1,0.03981872042775,10.54,70.83,0.4,1.94,1
10.51,5.3,10.85,3.03,4.32,0.12,2.73,0.38,35.93,0.23,2.66,0.25,0.18,1.2,0.18,-0.05,0.07,0.49,24.66,0.32,0.03,2.23,0.49,0.06,0.13,20,30,5,5.55,0.11,1.47,17.41,12.45,1.06,256,2,0.05103551823566,9.35,104.72,0.12,2.43,1
12.12,5.28,16.88,1.1,3.44,0.22,1.99,0.31,32.72,0.24,3.23,0.31,0.3,1.46,0.17,-0.2,0.03,0.31,20.59,0.24,0.04,1.87,0.33,0.06,0.1,44,27,5,8.7,0.07,1.53,16.79,10.9,0.84,78,0,0.063690914126993,22.23,120.64,0.14,3.22,1
6.48,6.87,19.54,1.62,2.11,0.29,3.3,0.41,35.83,0.25,2.48,0.21,0.21,2.01,0.08,-0.14,0.02,0.11,32.1,0.18,0.03,2.46,0.14,0.06,0.12,20,28,0,8.27,0.1,0.56,10.7,11.68,0.55,33,5,0.897528261086137,10.09,144.3,0.26,3.65,0.5
14.86,5.62,15.99,3.19,3.22,0.15,2.45,0.35,21.85,0.32,3.54,0.27,0.22,2.47,0.13,-0.24,0.05,0.15,35.37,0.18,0.04,1.32,1.45,0.1,0.05,32,13,0,10.65,0.03,0.59,17.51,14.62,0.39,97,1,0.042206692141906,9.8,78.47,0.12,2.04,1
12.73,3.84,16.68,3.62,3.94,0.08,1.73,0.25,15.27,0.17,1.76,0.21,0.31,2.13,0.2,-0.07,0.12,0.26,24.33,0.34,0.02,1.48,0.14,0.09,0.07,41,14,3,13.03,0.05,1.16,14.31,17.87,1.16,434,4,2.99327258443638,0.14,68.85,0.75,1.08,0
8.06,5.39,13.51,1.25,3.18,0.15,3.37,0.47,18.03,0.21,3.4,0.28,0.19,1.48,0.08,-0.26,0.05,0.44,41.65,0.18,0.03,1.21,0.82,0.07,0.06,49,24,0,16.52,0.07,0.61,12.81,15.03,1.72,3,3,0.033729678113781,10.96,116.5,0.12,3.3,1
5.59,3.32,14.8,1.09,2.43,0.28,2.06,0.27,29.64,0.35,2.41,0.39,0.36,0.86,0.14,-0.23,0.02,0.24,27.4,0.29,0.02,1.17,0.69,0.06,0.14,49,25,0,18.78,0.13,1.58,6.49,11.79,1.85,32,0,0.046471332956273,28.93,163.97,0.13,4.64,1
14.52,3.49,14.21,2.09,3.02,0.26,2.99,0.51,10.94,0.21,3.76,0.35,0.23,1.52,0.17,-0.08,0.01,0.44,36.88,0.32,0.02,0.94,1.49,0.12,0.14,42,19,4,11.88,0.13,0.55,12.44,7.37,1.44,428,4,2.10647491662925,1.08,43.05,0.75,0.43,0
5.7,4.86,12.55,1.36,2.4,0.06,3.88,0.26,11.4,0.21,1.89,0.22,0.23,1.88,0.13,-0.01,0.05,0.42,22.68,0.35,0.03,1.14,1.06,0.05,0.06,40,29,5,13.48,0.1,0.69,15.08,19.87,0.5,239,4,0.657620768436309,3.04,68.92,0.12,1.02,0
6.47,5.31,12.18,4.93,3.93,0.22,2.15,0.38,21.52,0.16,2.5,0.17,0.39,0.96,0.1,-0.14,0.05,0.34,42.92,0.22,0.03,1.05,0.26,0.11,0.09,46,13,1,8.72,0.06,0.44,13.02,10.27,1.24,1,1,0.018817181036785,9.15,98.31,0.21,2.55,1
12.6,4.29,13,2.77,2.89,0.14,1.82,0.25,20.41,0.14,1.8,0.31,0.27,0.78,0.2,-0.27,0.11,0.29,40.7,0.21,0.03,1.12,1.11,0.05,0.1,44,30,1,12.29,0.13,1.69,7.67,16.53,0.57,170,5,0.407867456050962,4.69,95.87,0.46,1.41,0
5.87,6.4,18.4,4.5,4.16,0.22,3.97,0.28,23.77,0.13,2.38,0.17,0.25,2.46,0.19,-0.18,0.11,0.34,29.36,0.2,0.03,0.62,0.15,0.11,0.1,28,29,5,8.51,0.13,0.58,18.01,11.16,1.22,273,4,2.99418305859222,0.14,85.64,0.75,1.29,0
11.12,3.18,10.13,1.75,2.35,0.08,2.95,0.46,31.66,0.3,2.25,0.23,0.39,1.02,0.13,-0.06,0.07,0.21,40.96,0.25,0.04,2.23,1,0.14,0.08,38,19,0,8.46,0.08,0.88,7.74,7.68,1.29,237,4,1.82994972234402,1.36,35.76,0.73,0.43,0
8.54,6.09,18.03,2.73,3.09,0.25,2.32,0.44,19.05,0.13,1.97,0.35,0.28,0.73,0.12,-0.17,0.05,0.41,39.35,0.15,0.03,0.66,0.61,0.06,0.12,21,22,3,12.58,0.06,0.37,19.91,9.15,1.2,8,0,0.07690081627435,10.79,75.32,0.14,2.08,1
11.8,4.06,19.66,5,2.62,0.09,3.7,0.5,36.88,0.22,2.02,0.31,0.27,1.61,0.14,-0.08,0.13,0.4,29.74,0.19,0.03,2.3,0.76,0.11,0.11,44,26,5,10.95,0.05,0.82,16.9,9.63,0.32,490,2,0.041895612845086,13.82,134.97,0.12,3.07,1
5.51,3.73,15.03,4.15,3.54,0.09,3.18,0.39,15.14,0.18,2.67,0.19,0.38,2.12,0.21,-0.19,0.14,0.1,32.38,0.19,0.02,1.88,0.58,0.09,0.06,34,18,4,13.91,0.14,0.66,18.9,6.9,1.24,264,4,2.99436799030458,0.18,84,0.75,1.29,0
8.6,5.45,13.09,4.82,2.16,0.05,2.97,0.38,33.77,0.21,3.53,0.23,0.32,1.71,0.12,-0.19,0.11,0.46,23.75,0.29,0.03,0.82,1.49,0.09,0.13,21,24,5,10.52,0.03,1.86,6.83,17.27,0.71,81,0,0.058853170758706,9.91,82.43,0.12,1.92,1
13.05,5.23,15.11,2.36,3.26,0.1,2.91,0.45,15.27,0.19,2.36,0.37,0.33,0.82,0.09,-0.27,0.09,0.44,23.16,0.32,0.03,2.12,1.31,0.09,0.13,26,16,3,16.84,0.12,1.27,7.45,11,0.52,31,1,0.111114160579499,11.61,94.38,0.13,2.71,1
8.88,6.87,14.06,1.14,2.19,0.17,2.12,0.32,39.8,0.34,3.53,0.25,0.18,2.32,0.1,-0.13,0.03,0.11,25.78,0.25,0.04,0.72,0.19,0.09,0.13,46,21,5,12.44,0.13,1.8,14.59,6.84,1.45,9,9,0.091219076579762,19.01,270.11,0.12,8.02,1
14.09,6.53,16.9,1.19,2.6,0.26,1.56,0.52,12.98,0.28,2,0.38,0.35,0.53,0.14,-0.08,0.11,0.18,25.56,0.24,0.03,0.76,1.11,0.09,0.07,50,15,2,9.67,0.04,1.98,7.1,18.04,1.18,11,2,0.030404276294661,9.98,99.49,0.22,2.81,1
8.24,4.5,18.25,2.08,2.11,0.27,3.87,0.24,29.82,0.11,2.24,0.4,0.2,1.91,0.09,-0.14,0.02,0.41,40.91,0.19,0.02,0.83,1.48,0.12,0.05,44,22,5,6.1,0.07,1.19,17.32,14.95,0.65,1,1,0.032977039085672,9.1,76.8,0.33,2.24,1
10.85,4.54,12.9,3.03,4.48,0.09,2.84,0.46,39.81,0.11,1.74,0.38,0.27,1.64,0.17,-0.22,0.12,0.17,34.15,0.23,0.04,1.5,1.31,0.11,0.06,43,14,5,7.29,0.14,1.39,17.21,12.27,0.6,147,1,0.085861173719986,45.65,264.24,0.14,7.4,1
12.73,5.37,15.73,2.76,2.99,0.27,2.8,0.34,25.22,0.36,3.98,0.17,0.22,1.73,0.09,-0.26,0.12,0.15,39.89,0.18,0.04,1.35,0.7,0.06,0.09,46,18,2,12.16,0.12,1.78,10.53,17.48,0.62,2,2,0.058161223180391,9.79,109.6,0.28,2.87,1
11.32,6.1,14.83,3.55,3.16,0.21,1.58,0.23,34.72,0.2,2.43,0.37,0.16,0.74,0.08,-0.13,0.09,0.39,33.93,0.19,0.03,1.36,1.11,0.06,0.09,38,12,3,13.69,0.02,0.48,9.09,13.6,0.66,9,0,0.058250412941313,8.91,84.75,0.12,2.12,1
9.99,3.31,11.07,2.39,3.64,0.19,2.62,0.37,11.89,0.14,2.93,0.38,0.29,0.65,0.16,-0.24,0.14,0.47,35.94,0.17,0.04,2.25,1.37,0.1,0.15,43,15,4,7.82,0.12,0.21,9.67,12.63,1.61,18,2,0.018179022877972,12.78,101.27,0.14,2.91,1
10.48,6.46,19.58,3.17,3.77,0.22,3.38,0.48,19.39,0.26,1.51,0.27,0.2,2.02,0.21,-0.3,0.08,0.2,24.41,0.27,0.02,0.96,1.48,0.09,0.06,21,15,5,8.1,0.03,1.75,12.19,5.45,0.58,631,5,4.47192244823304,1.88,112.55,0.23,1.84,0
9.29,5.38,16.46,1.72,2.66,0.12,3.05,0.25,10.52,0.16,2.57,0.39,0.33,1.25,0.1,-0.09,0.06,0.32,32.1,0.16,0.02,1.98,0.37,0.09,0.14,30,13,3,15.05,0.15,0.76,15.41,11.84,0.83,420,4,0.632192191192971,2.82,67.79,0.68,0.9,0
12.92,6.32,17.79,1.59,3.6,0.17,2.32,0.33,27.84,0.16,2.02,0.3,0.19,2.21,0.19,0,0.07,0.16,43.7,0.23,0.04,0.67,0.62,0.11,0.08,46,13,2,9.87,0.13,1.04,19.91,18.54,1.33,467,4,2.2462033212371,0.99,55.65,0.51,0.6,0
8.45,3.62,19.01,2.74,3.38,0.21,3.54,0.32,14.44,0.29,2.6,0.24,0.37,2.25,0.11,-0.17,0.12,0.42,42.78,0.23,0.03,1.35,0.58,0.1,0.06,30,23,2,18.98,0.15,0.84,14.07,12.32,1.19,2,4,0.078836177272367,12.28,124.4,0.3,3.62,1
11.93,4.15,19.74,1.01,3.84,0.23,3.28,0.5,33.27,0.25,3.39,0.29,0.16,1.83,0.14,-0.12,0.02,0.35,36.13,0.26,0.03,1.41,0.99,0.12,0.08,37,23,3,19.27,0.12,0.9,13.63,15.5,0.85,469,4,2.21224246815143,0.91,56.42,0.29,0.62,0
8.3,5.12,17.53,2.02,2.1,0.26,3.21,0.4,39.18,0.32,3.61,0.29,0.25,1.01,0.19,-0.25,0.1,0.23,22.73,0.18,0.04,1.16,0.7,0.11,0.15,24,11,2,16.88,0.14,1.9,10.58,18.06,1.42,244,3,0.028224748569516,22.31,165.55,0.13,4.2,0.5
6.34,4,16.55,1.92,4.33,0.14,3.28,0.49,33.93,0.22,3.86,0.21,0.23,2.05,0.21,0,0.08,0.39,21.27,0.19,0.04,2.26,1.23,0.11,0.12,40,22,2,19.57,0.02,1.12,19.26,5.79,1.61,248,4,2.99418336454743,0.2,75.41,0.74,1.21,0
13.58,4.09,19.46,4.54,2.91,0.15,3.73,0.35,27.17,0.14,3.75,0.32,0.29,0.54,0.2,-0.08,0.11,0.23,23.5,0.29,0.02,1.75,1.19,0.07,0.09,22,26,1,17.73,0.1,0.26,11.11,10.23,0.54,321,4,0.099680426804812,9.41,123.29,0.37,3,1
9.15,6.01,16.73,3.61,2.26,0.12,1.79,0.27,27.5,0.11,3.7,0.19,0.22,1.79,0.21,-0.08,0.07,0.23,20.59,0.31,0.03,0.8,0.87,0.11,0.15,48,13,5,6.98,0.02,0.49,18.68,9.16,0.37,322,4,2.99364828118111,0.15,69.35,0.75,1.2,0
9.81,4.65,19.09,1.86,2.88,0.22,1.94,0.38,36.82,0.26,3.09,0.32,0.31,2.4,0.12,-0.01,0.14,0.14,34.99,0.34,0.03,1.34,0.62,0.13,0.11,43,26,1,9.82,0.12,0.84,5.76,16.63,0.84,378,4,2.17138474931327,3.83,68.49,0.24,0.98,0
7.79,5.86,17.54,3.95,4.4,0.19,2.34,0.35,18.92,0.28,3.78,0.2,0.39,2.22,0.11,-0.25,0.09,0.34,25.94,0.31,0.03,1.71,0.95,0.06,0.12,26,17,3,10.39,0.08,0.53,9.77,3.21,1.57,27,0,0.067746153110241,11.31,86.57,0.12,2.42,1
9.99,6.64,12.06,1.81,3.3,0.28,3.48,0.37,14.91,0.33,2.03,0.34,0.17,1.06,0.17,-0.14,0.11,0.21,27.16,0.33,0.04,0.81,1.2,0.13,0.1,39,28,3,11.92,0.07,1.89,7.96,9.84,1.45,250,4,2.00597282866755,1.2,39.9,0.79,0.43,0
12.93,4.93,14.69,4.97,3.61,0.11,3.32,0.27,21.48,0.16,3.18,0.26,0.26,0.98,0.09,-0.12,0.08,0.39,35.33,0.15,0.04,1.29,1.21,0.07,0.05,48,22,3,17.67,0.1,1.79,11.41,3.99,1.38,21,3,0.932948252556842,9.39,83.23,0.12,2.4,0.5
6.79,6.6,10.1,4.02,2.23,0.29,3.75,0.4,15.98,0.22,3.26,0.28,0.2,0.59,0.11,-0.03,0.12,0.45,31.43,0.22,0.02,1.57,1.1,0.13,0.13,34,28,0,13.97,0.02,1.32,6.91,12.45,1.75,19,2,0.05536570358687,7.1,59.89,0.13,1.41,0.5
14.84,5.58,16.64,2.91,2.65,0.26,1.69,0.48,23.86,0.13,2.11,0.31,0.35,2.44,0.18,-0.13,0.05,0.36,44.36,0.16,0.03,2.49,0.12,0.15,0.1,37,22,5,17.94,0.04,1.5,10.66,6.81,1.65,502,4,2.99302083564096,0.13,69.24,0.74,1.17,0
13.93,3.22,18.48,1.9,3.76,0.25,3.38,0.44,17.52,0.3,3.24,0.39,0.25,0.71,0.17,-0.03,0.05,0.3,42.95,0.16,0.04,1.12,1.24,0.14,0.12,42,11,1,19.6,0.04,0.65,12.3,15.79,0.5,108,2,0.028537414667584,9.54,92.18,0.12,2.44,0.5
12.31,3.08,16.78,4.88,2.26,0.22,2.77,0.31,34.1,0.32,3.81,0.26,0.31,1.87,0.18,-0.26,0.06,0.43,35.35,0.31,0.04,0.81,0.22,0.07,0.06,35,21,2,18.33,0.09,1.84,14.81,17.39,1.84,89,0,0.048889450054464,28.2,161.4,0.19,4.44,1
10.95,3.24,10.7,3.4,3.67,0.05,2.26,0.37,24.03,0.23,3.37,0.24,0.22,0.72,0.13,-0.15,0.08,0.41,39.06,0.2,0.04,1.97,1.28,0.05,0.06,31,29,2,14.18,0.11,1.76,14.92,16.62,0.44,39,3,0.059726165979309,13.34,111.86,0.26,3.2,1
8.91,3.86,17.49,2.79,4.08,0.26,2.81,0.27,29.92,0.22,2.22,0.21,0.22,0.63,0.21,-0.17,0.07,0.33,29.71,0.31,0.03,1.14,1.01,0.07,0.11,45,23,5,18.83,0.05,0.73,14.74,11.98,1.67,318,5,0.063157135869175,12.47,199.55,0.23,5.11,0.5
13.38,4.11,13,4.56,2.35,0.26,3.74,0.36,17.9,0.32,3.79,0.25,0.19,0.61,0.12,-0.23,0.01,0.25,40.34,0.23,0.02,2.27,1.31,0.1,0.1,23,19,5,6.9,0.04,1.82,19.3,15.63,0.46,117,4,0.031336146871923,11.09,119.25,0.14,3.1,1
