controller_frequency,planner_patience,controller_patience,conservative_reset_dist,acc_lim_theta,acc_lim_trans,acc_lim_x,forward_point_distance,goal_distance_bias,max_scaling_factor,max_vel_theta,max_vel_trans,max_vel_x,min_vel_theta,min_vel_trans,min_vel_x,occdist_scale,oscillation_reset_angle,path_distance_bias,scaling_speed,sim_granularity,sim_time,stop_time_buffer,theta_stopped_vel,trans_stopped_vel,vth_samples,vx_samples,vy_samples,publish_frequency,resolution,transform_tolerance,update_frequency,cost_scaling_factor,inflation_radius,Planner_failed,Recovery_executed,Positional_error,Traveled_distance,Mission_time,Obstacle_distance,Energy,Task_success_rate
4.26,5.82,5.12,3.45,5.16,0.13,1.37,0.48,38.06,0.31,1.99,0.38,0.34,2.27,0.11,-0.21,0.09,0.26,19.07,0.28,0.02,0.51,1.35,0.07,0.12,18,9,0,5.58,0.1,1.51,3.86,18.85,0.51,33,2,0.152028769671139,15.14,93.99,0.4,68.64,0.8
6.83,3.03,5.84,1.49,2.52,0.21,3.69,0.68,36.15,0.35,1.78,0.39,0.46,1.65,0.12,-0.28,0.07,0.19,47,0.28,0.04,0.67,0.4,0.14,0.09,19,9,10,5.08,0.04,0.62,1.68,15.83,0.85,2,0,0.187158188877114,14.45,58.38,0.41,44.56,1
5.48,5.06,6.64,3.92,3.19,0.32,2.57,0.43,26.6,0.2,1.02,0.68,0.45,1.79,0.17,-0.19,0.48,0.46,37.06,0.21,0.04,3.16,1.34,0.1,0.07,14,10,7,1.3,0.15,0.46,3.85,2.4,1.26,90,8,3.80485225861654,26.49,186.5,0.4,144.36,0.4
4.39,4.85,3.93,3.9,3.59,0.31,1.92,0.49,23.77,0.11,1.01,0.68,0.61,1.79,0.11,-0.11,0.18,0.14,40.2,0.16,0.03,2.78,0.87,0.15,0.07,26,3,14,1.98,0.07,1.82,1.22,18.14,0.9,1,4,0.213120175626946,16.42,131.63,0.4,74.08,0.6
6.39,6.17,4.93,4.21,4.14,0.47,4.8,0.43,26.17,0.32,1.63,0.72,0.39,2.25,0.12,-0.12,0.39,0.16,41.26,0.17,0.04,2.41,0.64,0.07,0.1,13,8,13,5.71,0.09,1.81,5.75,18.12,0.6,47,4,0.189977346509229,19.98,127.75,0.59,101.2,0.8
5.74,5.28,6.12,1.81,4.15,0.25,3,0.69,38.66,0.49,0.8,0.33,0.35,2.11,0.16,-0.07,0.06,0.17,48.97,0.28,0.03,2.38,0.6,0.11,0.09,19,3,15,3.75,0.11,1.29,5.37,14.48,1.14,200,10,4.24507318570134,0,86.2,0.41,38.08,0
4.45,5.53,5.35,2.59,1.74,0.33,3.85,0.28,27.23,0.22,0.51,0.57,0.48,2.86,0.12,-0.11,0.43,0.38,43.36,0.31,0.03,0.85,0.67,0.11,0.06,24,10,11,3.06,0.14,1.43,3.15,13.37,0.36,141,10,0.46780156965399,4.69,66.62,2,20.12,0
3.65,4.25,4.93,3.24,2.56,0.31,1.56,0.25,23.92,0.21,0.84,0.55,0.35,1.96,0.18,-0.29,0.46,0.12,24.64,0.16,0.03,2.18,1.26,0.11,0.08,14,7,15,5.35,0.1,0.25,5.22,16.52,1.24,50,5,0.139941969066136,13.24,88.42,1.03,57.32,0.6
5.54,3.5,4.72,2.31,4.9,0.48,2.97,0.26,15.81,0.11,1.12,0.51,0.31,1.8,0.15,0,0.22,0.2,43.65,0.18,0.02,3.19,1.23,0.14,0.07,21,7,13,5.24,0.07,1.22,2.69,19.37,0.89,59,3,0.225611420302942,11.69,71.17,0.83,46.68,0.8
6.09,5.68,6.51,3.53,2.78,0.49,4.41,0.55,36.25,0.4,1.2,0.44,0.66,2.6,0.14,-0.2,0.17,0.15,38.73,0.25,0.03,0.62,1.32,0.07,0.12,30,9,0,2.51,0.11,1.6,2.29,15.63,0.87,31,10,0.172248938894518,25.84,269.32,0.4,155.64,0.4
4.67,5.34,3.17,1.64,1.96,0.27,2.36,0.29,28.48,0.2,0.75,0.33,0.65,2.82,0.19,-0.09,0.24,0.26,37.96,0.35,0.03,0.82,1.02,0.05,0.09,25,10,6,5.93,0.15,0.51,3.47,16.49,1.08,77,11,0.211749312204818,16.24,205.28,0.4,97.52,0.4
4.36,3.51,4.46,2.75,1.55,0.23,4.61,0.57,36.1,0.18,1.02,0.67,0.37,2.13,0.14,-0.21,0.39,0.33,19.7,0.3,0.03,2.76,1.34,0.14,0.09,17,9,13,1.26,0.07,1.18,4.8,17.74,0.88,0,0,0.195146701635562,15,63.6,0.4,49.16,1
4.78,3.77,4.46,3.99,3.92,0.46,1.23,0.45,14.61,0.35,1.25,0.72,0.73,2.94,0.12,-0.27,0.31,0.18,29.71,0.31,0.03,1.19,1.27,0.13,0.14,19,7,2,1.51,0.14,0.95,4.91,16.59,1.1,7,14,2.45854650856878,27.35,263.12,0.4,200.2,0
6.38,5.86,5,1.64,3,0.43,1.68,0.36,24.98,0.44,1.21,0.42,0.57,1.63,0.12,-0.21,0.4,0.31,24.29,0.27,0.03,3.23,1.13,0.07,0.13,13,10,9,4.18,0.06,1.49,4.84,19.85,0.47,3,5,0.206643859570145,18.67,127.12,0.7,96.04,0.6
4.76,6.44,4.05,2.66,3.33,0.4,2.83,0.72,14.78,0.26,0.78,0.45,0.56,2.33,0.17,-0.03,0.19,0.22,40.49,0.27,0.02,1.74,0.86,0.09,0.09,20,9,6,5.74,0.1,0.25,4.66,6.66,0.67,0,0,0.15511748342219,14.41,61.17,0.57,45.36,1
4.39,5.63,5.65,3.59,2.24,0.17,1.29,0.69,10.69,0.37,1.12,0.33,0.31,2.09,0.18,-0.18,0.49,0.12,22.2,0.24,0.02,3.19,0.5,0.11,0.15,26,10,7,5.46,0.02,1.73,1.71,7.72,0.32,83,10,0.176850434774244,19.14,189.96,0.46,116.36,0.4
6.3,4,3.51,1.17,1.7,0.44,2.92,0.34,25.68,0.16,1.93,0.68,0.49,1.95,0.13,-0.21,0.49,0.13,15.38,0.17,0.02,2.28,1.02,0.09,0.14,27,4,13,1.42,0.09,0.84,4.58,9.53,0.91,58,11,0.562800343525064,16.3,154.85,0.4,88.56,0.2
5.76,4.15,3.7,4.49,3.09,0.1,1.1,0.72,44.35,0.27,1.5,0.71,0.61,2.05,0.19,-0.15,0.2,0.31,33.11,0.32,0.03,2.87,0.84,0.05,0.13,14,6,15,2.85,0.06,0.81,5.02,15.21,1.17,0,0,0.198071854002633,14.35,75.99,0.53,60.64,1
6.67,4.94,5.97,3.53,3.23,0.18,3.28,0.35,25.2,0.38,1.79,0.74,0.36,2.49,0.16,-0.01,0.09,0.42,43.14,0.16,0.02,2.37,0.99,0.12,0.11,25,9,1,1.2,0.1,0.77,3.31,12.66,1.2,44,2,0.165674817761696,12.24,59.16,0.88,40.04,0.8
3.12,5.34,3.33,2.53,2.02,0.31,1.74,0.71,21.62,0.23,0.52,0.7,0.38,2.55,0.12,-0.03,0.27,0.4,12.41,0.34,0.03,2.97,0.73,0.13,0.1,10,6,7,3.7,0.15,0.21,4.41,19.39,1.28,15,2,0.147430957976356,11.68,71.06,0.8,50,0.8
6.28,6.05,6.05,3.84,2.8,0.49,4.36,0.53,27.91,0.25,1.7,0.41,0.7,2.87,0.15,-0.23,0.08,0.49,16.36,0.22,0.04,3.45,0.85,0.14,0.13,25,4,7,2.82,0.06,0.22,3.52,12.96,0.77,208,11,0.917295067513354,13.51,105.06,0.99,56.68,0
5.18,5.71,4.39,3.87,4.77,0.46,1.15,0.61,27.77,0.21,1.81,0.59,0.71,2.8,0.12,-0.21,0.23,0.47,42.08,0.2,0.02,3.34,0.32,0.14,0.1,26,10,1,4.67,0.12,0.82,2.43,13.98,0.59,8,9,0.283630010114933,21.95,209.49,0.4,142.36,0.4
4.28,3.16,3.53,4.73,2.88,0.13,4.32,0.31,33.07,0.23,0.51,0.48,0.59,2.59,0.16,-0.23,0.17,0.14,16.2,0.25,0.02,2.86,0.52,0.08,0.09,29,8,0,3.29,0.15,1.12,5.37,1.93,1.06,20,3,0.148735000966235,22.78,109.17,0.56,84.56,0.8
5.79,3.36,6.86,2.69,2.42,0.45,1.44,0.3,17.64,0.21,0.67,0.63,0.66,2.23,0.13,-0.04,0.24,0.35,26.25,0.2,0.02,2.74,1.13,0.14,0.15,26,3,8,5.06,0.09,1.31,3.98,7.29,0.37,88,4,0.150417328131639,11.59,68.39,0.9,40.08,0.6
4.54,3.07,5.51,2.22,4.61,0.3,1.29,0.37,48.6,0.25,1.26,0.73,0.43,2.82,0.1,-0.26,0.37,0.21,30.01,0.29,0.04,0.86,0.7,0.14,0.07,23,5,3,2.24,0.06,0.31,2.75,6.27,0.68,2,2,0.217278976128233,18.62,111.57,0.53,92,1
5.64,4.16,5.3,1.44,2.47,0.4,2.98,0.65,45.46,0.14,0.72,0.44,0.62,1.97,0.19,-0.18,0.44,0.2,40.01,0.32,0.02,2.14,1.15,0.08,0.13,15,8,5,4.57,0.15,0.27,5.98,13.93,0.8,99,5,0.147532000828735,12.84,71.71,0.74,40.72,0.6
5.88,4.53,5.57,4.95,2.49,0.1,4.44,0.5,10.95,0.43,1.55,0.72,0.57,1.65,0.12,-0.26,0.22,0.3,36.79,0.16,0.03,2.69,0.69,0.07,0.07,24,8,6,2.93,0.14,0.76,5.24,13.04,0.89,39,6,0.126926781249716,16.4,123.41,0.4,78.6,0.6
5.21,5.81,6.6,3.75,3.59,0.44,3.06,0.39,44.92,0.24,0.78,0.6,0.54,2.86,0.14,-0.29,0.39,0.26,12.29,0.35,0.03,0.79,1.33,0.07,0.12,15,8,14,5.4,0.14,0.89,1.7,13.18,1.35,86,4,0.264110660420558,12.31,70.68,0.82,40.08,0.6
6.34,4.54,5.68,3.26,2.28,0.39,2.2,0.49,21.58,0.42,1.28,0.53,0.47,1.97,0.17,-0.28,0.47,0.41,35.78,0.33,0.02,2.8,0.81,0.15,0.15,27,7,1,5.51,0.13,0.59,1.2,6.54,0.52,47,6,0.267231495357067,30.66,165.48,0.41,132.76,0.8
6.21,5.34,4.09,1.78,3.86,0.47,4.43,0.66,17.67,0.34,1.62,0.59,0.33,1.97,0.18,-0.16,0.27,0.3,10.35,0.21,0.03,1.55,0.32,0.11,0.09,11,4,2,5.82,0.12,0.41,3.27,18.16,1.25,61,4,0.266147879317539,9.84,53.1,0.85,30.76,0.6
3.66,6.53,6.86,4.3,1.94,0.15,4.81,0.34,18.93,0.17,1.6,0.31,0.44,2.09,0.14,-0.24,0.4,0.38,24.74,0.29,0.02,3,0.18,0.13,0.12,19,4,8,3.59,0.09,0.94,2.42,4.3,0.52,0,1,0.191354570705011,17.24,103.81,0.66,85.24,1
3.93,6.95,4.38,1.63,4.93,0.43,1.12,0.46,19.48,0.16,1.24,0.73,0.59,1.65,0.14,-0.17,0.27,0.27,16.64,0.28,0.02,1.21,1.35,0.05,0.11,21,3,5,2.31,0.14,0.62,1.03,15.75,1.1,25,4,0.282879361552013,11.41,111.53,1.1,57.32,0.6
3.62,5.7,3.67,4.35,3.31,0.24,1.77,0.3,14.12,0.22,1.08,0.47,0.44,1.5,0.19,-0.09,0.2,0.46,28.89,0.28,0.03,0.99,0.43,0.09,0.06,25,4,14,5.54,0.14,1.82,1.95,11.36,1.22,92,10,0.982850153580281,3.51,59.98,1.17,16.8,0
5.31,3.65,5.15,3.15,3.46,0.34,2.21,0.25,29.03,0.27,1.58,0.34,0.61,1.83,0.14,0,0.24,0.13,21.12,0.33,0.04,0.69,1.42,0.05,0.13,26,4,5,2.79,0.07,0.31,4.07,14.16,1.49,0,2,0.200028702741875,14.41,79.89,0.56,48.92,0.8
6.37,4.33,4.78,3.83,2.62,0.27,3.65,0.69,39.04,0.38,0.79,0.51,0.46,1.72,0.14,-0.26,0.39,0.26,30.32,0.33,0.03,1.8,0.6,0.05,0.06,23,9,10,6,0.13,1.75,3.73,18.26,0.76,3,0,0.15342070278207,16.39,65.03,0.54,50.64,1
6.12,5.07,4.01,3.63,1.6,0.14,2.26,0.51,48.94,0.38,0.6,0.42,0.45,2.83,0.18,-0.23,0.05,0.18,45.69,0.21,0.03,2.44,0.98,0.07,0.15,27,8,6,4.56,0.06,0.32,3.01,10.83,1.08,33,2,0.197367627371632,14.69,65.94,0.56,44.16,0.8
6.79,5.12,5.26,2.2,1.74,0.37,2.69,0.56,45.87,0.47,1.29,0.7,0.35,2.75,0.18,-0.19,0.32,0.13,40.94,0.29,0.04,0.99,1.46,0.05,0.12,29,9,4,2.63,0.04,0.27,4.11,15.1,1.48,0,0,0.177695862973749,15.06,55.59,0.58,42.36,1
3.37,3.38,4.23,1.95,3.7,0.25,4.42,0.72,31.61,0.21,1.77,0.33,0.69,2.76,0.14,-0.29,0.38,0.38,14.12,0.2,0.04,1.53,0.9,0.08,0.1,16,10,3,5.79,0.05,1.64,2.79,11.66,0.79,0,1,0.171369560776348,16.45,109.55,0.56,89.48,1
4.44,4.81,3.05,1.18,4.41,0.42,1.64,0.63,49.13,0.41,1.33,0.39,0.48,1.77,0.18,-0.11,0.42,0.27,47.47,0.21,0.03,0.84,0.43,0.1,0.12,13,9,3,1.13,0.12,0.38,5.93,9.3,0.95,18,2,0.149504186424751,12.16,64.67,0.74,46.04,0.8
4.79,4.19,6.9,4.37,1.85,0.37,3.85,0.69,21.56,0.33,1.22,0.5,0.66,1.9,0.18,-0.09,0.37,0.22,23.36,0.31,0.03,2.89,1.47,0.09,0.12,20,5,1,1.71,0.04,0.43,5.44,19.07,0.69,42,2,0.178847055540846,12.21,55.48,0.83,32.64,0.8
6.17,6.86,3.26,4.19,2.58,0.36,4.88,0.51,47.45,0.41,1.74,0.7,0.47,2.61,0.13,-0.19,0.46,0.39,41.64,0.31,0.02,3.1,0.41,0.11,0.12,22,8,7,2.69,0.07,0.92,2.32,10.31,1.42,28,4,0.226023272562445,20.34,114.15,0.65,91.24,0.8
4.12,3.88,4.52,3.3,1.69,0.13,3.44,0.68,48.09,0.32,1.43,0.31,0.73,2.82,0.14,-0.04,0.48,0.17,48.18,0.26,0.03,1.26,1.35,0.07,0.09,29,5,0,1.29,0.04,0.22,3.27,3.53,0.68,0,0,0.188522874408318,14.44,112.47,0.61,93.32,1
4.43,5.55,4.65,1.98,3.4,0.21,2.66,0.65,10.61,0.36,1.32,0.47,0.69,2.59,0.14,-0.28,0.12,0.12,44.11,0.27,0.02,1.48,1.21,0.12,0.08,20,7,5,1.44,0.12,1.4,1.46,7.67,1.45,38,11,0.262775591883066,30.85,224.52,0.5,166.96,0.6
6.66,6.74,5.51,3.21,3.82,0.19,2.2,0.42,18.57,0.34,1.53,0.41,0.47,1.7,0.15,-0.09,0.32,0.23,47.01,0.29,0.02,2.13,1.29,0.06,0.06,26,6,13,1.18,0.03,0.53,3.6,1.79,0.67,0,0,0.16910902820975,14.41,59.05,0.4,46.04,1
3.24,6.74,6.42,3.23,2.42,0.21,3.85,0.23,18.83,0.16,1.01,0.37,0.36,1.6,0.1,-0.2,0.23,0.4,41.79,0.15,0.04,0.8,1.42,0.07,0.06,19,7,14,1.21,0.03,0.67,2.03,9.62,0.4,53,5,0.200356465940422,11.02,90.62,0.4,56.68,0.6
4.33,5.36,3.51,1.07,1.91,0.36,4.99,0.72,23.19,0.27,0.76,0.59,0.73,2.41,0.14,-0.1,0.06,0.44,45.57,0.17,0.04,1.41,0.69,0.08,0.11,25,3,12,2.74,0.09,1.19,1.06,13.41,1.45,40,4,0.190869754825018,11.57,62.51,0.71,38.08,0.6
6.19,4.62,4.44,3.92,4.28,0.32,2.11,0.42,42.03,0.42,1.96,0.66,0.6,1.72,0.18,-0.12,0.18,0.28,45.63,0.33,0.04,3.34,0.12,0.13,0.09,16,9,13,3.46,0.09,1.37,5.69,10.12,0.9,36,4,0.168109789187599,12.64,63.62,0.62,39.4,0.6
5.83,4.9,6.56,1.68,3.62,0.23,1.3,0.42,29.76,0.18,0.51,0.72,0.72,2.48,0.15,-0.27,0.27,0.47,35.21,0.17,0.04,2.43,1.3,0.14,0.08,20,5,9,3.63,0.07,0.27,4.6,10.82,1.42,59,9,0.170253325884772,17.72,170.86,0.53,92.56,0.4
4.29,3.21,6.01,3.57,1.96,0.39,3.64,0.52,18.91,0.22,0.74,0.74,0.74,2.41,0.16,-0.15,0.23,0.19,14.05,0.26,0.04,0.86,1.32,0.14,0.06,30,5,6,4.45,0.14,1.35,5.7,13.05,0.84,30,2,0.197360998023708,11.74,39.15,0.88,20.76,0.8
5.23,6.39,3.28,2.83,1.88,0.19,3.85,0.64,16.46,0.16,1.64,0.41,0.72,2.37,0.15,-0.15,0.34,0.14,17.53,0.22,0.03,2.22,0.45,0.12,0.14,18,10,0,2.73,0.09,1.17,3.4,17.28,1.48,13,9,0.181041449551574,32.09,238.55,0.4,177.44,0.8
5.15,5.5,3.78,3.48,3.3,0.19,2.39,0.24,38.88,0.39,1.57,0.66,0.7,2.26,0.11,-0.2,0.06,0.42,21.18,0.23,0.02,2.91,0.67,0.14,0.1,17,7,8,4.03,0.03,1.82,4.64,8.18,0.47,0,0,0.196605648019686,14.4,59.58,0.68,46.04,1
6.91,3.33,4.24,2.61,2.02,0.39,3.98,0.46,12.52,0.43,1.11,0.71,0.39,2.05,0.1,-0.26,0.38,0.39,29.44,0.19,0.03,1.44,0.79,0.15,0.07,16,5,2,2.84,0.03,1.58,4.98,18.94,1.26,0,0,0.196111078184919,14.55,60.01,0.4,46.28,1
6.97,3.57,4.74,2.96,3.21,0.28,3.18,0.72,16.52,0.35,1.9,0.32,0.35,2.58,0.17,-0.03,0.09,0.41,45.76,0.29,0.02,3.26,1.23,0.14,0.05,24,4,9,4.06,0.06,1.29,5.99,9.05,0.81,38,2,0.217333205863312,12.18,71.38,0.74,49.84,0.8
3.65,5.97,3.69,1.07,4.57,0.13,2.4,0.33,14.96,0.11,1.63,0.63,0.56,1.79,0.18,-0.05,0.09,0.37,32.37,0.25,0.04,3.05,0.77,0.11,0.12,21,4,8,4.61,0.15,1.53,5.86,14.89,0.73,36,4,0.197499249389701,9.82,51.97,0.83,28.08,0.6
4.24,6.35,4.71,4.35,2.26,0.17,2.12,0.56,49.11,0.23,0.63,0.34,0.55,2.27,0.12,-0.25,0.44,0.27,17.74,0.35,0.02,2.14,0.67,0.11,0.08,29,3,15,5.8,0.05,0.71,5.72,9.74,1.39,171,13,69.7971774555836,96.04,1009.98,0.4,364.8,0
3.91,5.28,5.66,2.4,3.5,0.35,4.33,0.54,20.1,0.43,1.32,0.59,0.41,2.78,0.1,-0.07,0.35,0.21,47.83,0.32,0.02,1.94,0.82,0.09,0.11,10,7,14,2.03,0.06,1.06,4.58,14.94,0.5,27,2,0.225524678398841,12.16,64.35,0.64,41.8,0.8
4.42,4.08,5.1,2.48,2.47,0.49,3.35,0.64,15.34,0.25,1.17,0.32,0.55,2.13,0.18,-0.06,0.29,0.14,38.9,0.31,0.04,1.59,0.43,0.09,0.12,15,9,14,5.82,0.03,1.89,5.77,17.32,0.46,0,0,0.151165803916402,14.39,70.33,0.54,55.32,1
4.99,5.31,4.9,1.97,3.52,0.33,1.03,0.7,42.62,0.48,0.73,0.54,0.61,2.61,0.1,-0.22,0.31,0.16,32.62,0.21,0.04,1.36,0.75,0.15,0.1,25,10,13,5.28,0.04,0.71,5.59,8.64,0.38,67,9,0.202970007266441,18.57,168.31,0.56,112.36,0.4
3.38,3.09,6.17,3.61,2.71,0.43,2.18,0.72,29.28,0.25,1.15,0.68,0.53,2.89,0.16,-0.07,0.06,0.21,30.45,0.34,0.02,2.6,1.24,0.12,0.13,15,10,5,2.14,0.12,1.67,1.15,13.06,1.29,1,2,0.127541829556501,12.62,73.99,0.62,48.68,0.8
3.51,6.77,3.86,1.18,1.65,0.43,1.16,0.52,25.56,0.23,0.56,0.49,0.71,2.77,0.11,-0.16,0.06,0.37,14.91,0.28,0.02,3.05,1.08,0.09,0.08,24,5,10,3.1,0.07,1.68,5.36,3.43,1.49,22,2,0.223478284018794,14.11,96,0.88,72.6,0.8
6.87,3.25,4.59,3.21,2.54,0.4,1.81,0.5,21.89,0.35,0.81,0.73,0.73,1.7,0.16,-0.06,0.25,0.17,41.99,0.21,0.03,1.07,1.1,0.12,0.1,23,9,4,3.49,0.08,1.99,4.09,19.57,0.72,0,0,0.194012390438097,14.39,55.57,0.4,42.2,1
3.61,3.42,5.15,2.53,4.71,0.33,2.36,0.27,28.34,0.37,1.84,0.52,0.75,2.41,0.14,-0.11,0.29,0.43,29.14,0.34,0.02,0.61,1.19,0.08,0.12,28,5,6,5.67,0.06,0.57,1.61,17.86,0.83,25,4,0.192110829635775,10.48,72.38,0.97,33.4,0.6
4.65,5.68,6.63,4.03,2.17,0.34,3.02,0.55,28.19,0.45,1.77,0.67,0.4,2.22,0.15,-0.28,0.42,0.19,47.67,0.21,0.03,3.12,1.44,0.12,0.14,22,9,11,5.09,0.08,1.55,3.6,3.27,0.62,5,5,0.186623152355373,28.09,186.31,0.4,148.96,0.8
4.01,3.85,5.9,3.26,2.81,0.42,3.32,0.43,10.07,0.5,1.89,0.74,0.54,2.17,0.19,-0.21,0.2,0.14,24.32,0.18,0.04,0.99,0.57,0.11,0.09,15,6,10,4.01,0.12,1.7,4.67,2.38,0.98,35,14,2.51800521230279,41.63,307.91,0.4,233.4,0
4.87,5.1,4.76,1.03,2.05,0.39,3.97,0.48,49.58,0.34,1.55,0.44,0.67,2.06,0.1,-0.06,0.12,0.27,18.23,0.32,0.03,0.51,0.78,0.13,0.09,28,9,11,2.23,0.1,1.66,1.5,19.33,0.59,30,2,0.132863257950936,12.13,55.24,0.8,36.04,0.8
5.89,4.96,6.97,4.57,4.53,0.11,2.48,0.65,18.81,0.35,1.89,0.65,0.45,2.37,0.16,-0.21,0.34,0.3,23.55,0.2,0.04,0.94,0.71,0.14,0.06,26,9,7,5.83,0.13,0.38,3.53,12.32,0.96,55,6,0.148688505929597,19.03,133.93,0.67,84.56,0.6
5.35,5.72,6.4,1.94,3.66,0.29,2.08,0.58,11.3,0.42,1.36,0.44,0.62,1.74,0.11,-0.19,0.48,0.4,46.52,0.26,0.02,2.14,0.93,0.1,0.13,14,7,12,5.68,0.08,0.44,4.13,17.8,1.15,42,3,0.206943768058028,15.97,109.53,0.4,82.56,0.8
4.43,3.63,5.08,4.81,1.66,0.23,1.43,0.27,32.93,0.27,0.58,0.39,0.68,2.37,0.2,-0.01,0.25,0.26,28.09,0.24,0.04,1.89,1.43,0.15,0.12,17,9,3,1.06,0.14,1.61,4.86,16.02,1,27,2,0.147411094298226,11.87,64.06,0.85,44.04,0.8
6.73,6.12,3.99,3.05,4.88,0.28,2.33,0.33,38.64,0.37,1.86,0.52,0.32,2.02,0.2,-0.07,0.23,0.43,44.82,0.22,0.04,2.97,1.34,0.08,0.1,12,3,0,4.04,0.03,1.45,1.23,11.43,0.72,31,2,0.183188599274722,11.69,53.37,0.82,36.04,0.8
6.98,6.6,4.68,2.4,2.92,0.27,1.87,0.42,14.05,0.33,0.83,0.48,0.62,2.78,0.18,-0.19,0.07,0.16,38.83,0.23,0.03,2.04,1.37,0.08,0.09,10,4,14,1.47,0.09,1.58,4.79,19.82,0.62,0,0,0.190179983657078,15.64,75.89,0.4,60.52,1
4.05,6.55,3.01,4.93,4.42,0.33,3.42,0.25,20.66,0.13,1.02,0.47,0.34,2.53,0.19,-0.06,0.45,0.49,29.8,0.27,0.04,1.8,1.31,0.12,0.14,25,4,11,5.54,0.03,1.88,5.38,5.09,0.76,17,2,0.165266366753733,11.83,55.44,0.79,36.68,0.8
3.06,5.09,5.17,3.71,2.22,0.2,4.42,0.52,38.4,0.26,0.94,0.71,0.68,2.93,0.17,-0.03,0.07,0.2,23.49,0.25,0.04,2.02,0.88,0.14,0.15,14,6,6,4.27,0.15,0.79,3.56,4.96,0.58,21,2,0.24268870805317,11.69,51.06,0.4,30.76,0.8
4.72,5.37,4.31,1.49,3.86,0.43,3.61,0.67,39.87,0.34,1.59,0.73,0.4,2.95,0.17,-0.14,0.41,0.36,29.02,0.17,0.04,1.36,0.48,0.07,0.08,16,10,6,3.77,0.04,0.84,3.17,12.38,0.32,26,2,0.170922385042286,12.42,53.54,0.92,33.92,0.8
5.33,4.78,3.56,3.46,3.32,0.3,2.37,0.56,40.45,0.16,1.69,0.39,0.4,2.9,0.15,-0.01,0.4,0.41,16.11,0.26,0.03,2.55,0.76,0.08,0.12,13,3,4,3.04,0.08,1.44,5.48,13.18,1.3,44,3,0.183636329294286,13.06,91.75,0.79,66.64,0.8
6.9,3.2,3.73,4.43,5.07,0.26,4.24,0.62,22.43,0.19,1.47,0.36,0.31,1.79,0.19,-0.08,0.33,0.41,26.98,0.29,0.04,2.59,1.43,0.08,0.1,21,9,11,3.14,0.09,1,2.96,6.62,1.44,58,3,0.169624064514171,11.72,65.55,0.81,43.36,0.8
3.14,5.96,3.69,2.76,3.62,0.46,3.67,0.65,36.76,0.11,0.95,0.5,0.53,1.52,0.17,-0.3,0.46,0.31,40.93,0.17,0.03,1.72,0.75,0.15,0.1,21,6,2,4.14,0.07,0.79,2.24,5.26,0.5,16,2,0.212009037787677,11.81,65.91,0.86,44.68,0.8
4.77,4.78,4.88,2.68,3.28,0.3,2.98,0.3,22,0.25,0.69,0.38,0.41,1.64,0.19,-0.27,0.3,0.35,30.34,0.22,0.02,2.35,0.87,0.09,0.13,17,4,6,5.72,0.14,1,3.81,5.28,1.45,221,11,53.7255317084166,358.84,2190.86,0.4,364.08,0
3.88,6.47,3.35,3.07,3.14,0.37,4.24,0.44,18.63,0.24,0.59,0.68,0.74,1.76,0.13,-0.09,0.21,0.36,44.66,0.34,0.02,1.54,0.57,0.09,0.06,16,4,11,5.47,0.05,1.34,1.11,14.28,0.84,18,2,0.166016542750934,11.79,51.97,0.76,32.36,0.8
6.04,3.65,4.04,3.53,3.14,0.33,2.41,0.63,37.91,0.28,1.37,0.75,0.47,2.05,0.15,-0.2,0.27,0.3,48.47,0.25,0.02,2.48,0.2,0.14,0.09,16,10,9,2.56,0.05,1.13,4.38,15.51,1.39,1,0,0.170498575992399,15.56,63.15,0.59,48.92,1
6.18,6.83,3.57,2.56,4.22,0.39,3.89,0.59,21.3,0.37,0.52,0.69,0.48,2.73,0.19,-0.11,0.24,0.26,14.8,0.27,0.04,2.35,0.19,0.14,0.15,27,5,9,5.04,0.15,1.05,3.51,18.1,0.43,129,7,0.137411293317196,9.79,65.82,1.03,32.08,0.6
3.29,3.05,4.68,1.27,1.55,0.41,4.21,0.57,21.9,0.4,1.19,0.46,0.38,1.75,0.14,-0.14,0.12,0.43,42.75,0.19,0.02,2.42,0.44,0.09,0.11,28,4,1,1.78,0.14,1.91,2.85,10.22,1.32,40,8,0.251839133083846,17.64,151.34,0.79,113.84,0.4
3.6,4.87,6.39,4.39,4.12,0.45,4.13,0.53,11.49,0.42,1.94,0.58,0.69,2.7,0.14,-0.29,0.43,0.31,14.68,0.31,0.04,2.73,0.89,0.14,0.13,27,5,11,3.46,0.03,1.96,5.03,3.72,1.28,0,0,0.198814338047516,16.63,85.11,0.63,68.64,1
4.84,6.86,4.09,3.38,2.97,0.12,4.96,0.68,38.85,0.1,0.93,0.3,0.66,1.83,0.15,-0.14,0.12,0.28,29.85,0.2,0.02,0.69,1.36,0.14,0.07,16,6,4,2.32,0.04,0.37,2.08,1.92,1.39,0,0,0.197795656245668,14.42,90.61,0.64,73.92,1
3.68,6.48,4.01,1.18,4.16,0.22,2,0.54,48.4,0.33,1.38,0.36,0.74,2.01,0.11,-0.08,0.18,0.21,42.32,0.31,0.02,3.04,1.28,0.13,0.13,12,7,13,3.73,0.08,0.26,1.78,18.09,0.61,0,0,0.218174703847032,14.4,67.73,0.59,53.08,1
